"Index","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267"
2015-02-10,5820.171,4691.03,4744.398,10846.39,1813.25,3431.36,595.36,24679.39,192.86,5342.515,1955.52,205.71,174.181,153.947,166.187,179.618,335.741,820.39,582.49,329.43,171.78,293.22,234.46,68.04,500.54,140.71,641.19,636.58,1812.12,978.57,336.87,192.71,332.6,260.65,445.51,211.46,69.82,202.1,234.21,113.06,79.46,172.14,160.75,137.77,106.56,216.91,224.37,140.46,420.5,2284.09,566.44,906.95,1025.17,1720.55,1923.56,2483,87.21,238.54,101.36,200.13,234.06,229.12,203.77,465.266,121.06,96.48,17648.5,3075.907,3312.42,182.34,2055.47,6853.44,0.553,0.23,29.9,0.018,4.64,4.5,0.2556,1.9567,0.0152,0.13,13.75,17.29,-0.011,0.061,0.553,29.7,7.7,-2.3,177.564,0.872,0.6898,1.2625,1.039,2.415,0.644,0.7825,1.4804,1.7175,0.2365,1.9495,0.107,-0.2392,3.47,3.15,3.11,3.42,3.13,5.6,-0.037,0.053,0.132,0.261,34.5716,33.7455,-0.045,0.11,0.375,-0.112,0.614,0.016,0.339,NA,0.088,0.17,0.095,18.35,12.25,0.1715,0.2115,0.3624,0.6315,0.2438,0.0051,1.4788,0.0811,0.4,10.838,21.47,15.01,19.88,53945024,30.75,51.61,225.607,92.001,17.788,39.5,110.588,0.02571,0.09071,0.23,33.7455,-0.117,-0.205,-0.037,-0.114,0.034,0,-0.005,NA,92.812,63.615,55.125,300.455,12.25,31.25,4.38,4.8,25.1,0.6435,21.8332,15.165,21.55,22.42,0.14866667,0.4165,0.263,0.30313333,17.788,-0.70875965,-9.001,-0.06683821,0.24374248,-0.38985619,0.1914088,0.15866666,1.2463,0.12179249,-0.29883632,-0.263,-0.30313333,0.035,-0.73651667,0.84495114,0.32235924,0.58490904,0.48368964,0.3424182,0.00341156,0.40311191,0.43939961,0.23147237,0.22515815,0.38370918,0.25106373,0.67090324,616.53786312,0.04433333,0.15366667,1.35966667,-0.11433333,0.11336667,-0.10933334,-1.31533334,1.206,-0.15866666,-1.2463,122.84,4.8845,2.2742,91.651,19.5,7.1375,9.5693,0.8053,0.10116,0.0533,0.0057,1.7629,0.0943,4.6387,0.1919,0.19867,0.1365,6.2432,1088.76,3.5389,32.535,31.423,2.926,1.18866964,-3.34666667,-92.001,-0.735,-15.01,-3.13108129,-0.22605468,2.09710649,-1.20928586,0.08239517,93.10354752,3.38016435,7.72262007,3.34666667,-0.32,7.39367171,16.06525104,-0.01761607,0.67744935,2.5565,-1.9828872,-1.01009591,-0.31201554,0.4165,303.489
2015-02-11,5814.926,4651.08,4726.012,10663.51,1811.58,3418.02,603.27,24521,195.45,5348.47,1947,204.86,172.699,150.484,165.598,181.005,332.947,817.54,577.81,327.23,169.8,290.64,233.32,67.54,497.85,138.78,638.07,636.01,1805.67,972.83,334.71,191.06,333.08,259.18,442.13,205.33,68.86,200.63,235.92,110.79,79.79,172.78,161.77,137.86,106.14,216.37,224.22,139.24,418.86,2295.64,570.88,911.09,1027.06,1714.23,1916.06,2474.4,86.75,239.59,100.86,199.57,236.49,229.88,202.26,461.5,119.71,95.95,17711.93,3095.124,3345.92,184.66,2046.74,6837.15,0.479,0.21,29.5,0.008,4.65,4.49,0.25835,1.9775,0.0051,0.1306,13.5,18.55,0.007,-0.071,0.479,28.7,-14.8,-1.3,176.901,0.909,0.678,1.25,1.001,2.392,0.6423,0.7823,1.4784,1.7088,0.2668,2.0315,0.164,-0.2687,3.46,3.15,3.12,3.39,3.14,5.6,-0.042,0.051,0.131,0.261,35.0596,35.0186,-0.047,0.12,0.355,-0.109,0.668,0.01,0.354,NA,0.109,0.167,0.095,19.95,11,0.1722,0.2112,0.3734,0.656,0.2336,0.0051,1.5069,0.071,0.53,11.49,22.08,15.3,20.67,53955736,28.5,55.59,229.703,93.352,17.364,39,109.198,0.02429,0.09143,0.23286,35.0186,-0.111,-0.203,-0.045,-0.109,0.05,0,-0.009,NA,94.375,63.541,58.07,312.906,11,33.5,4.4,4.75,26.1,0.6517,25.3712,15.618,21.38,22.49,0.14766667,0.42925,0.25733334,0.32601667,17.968,-0.67494459,-10.352,-0.11222887,0.21232178,-0.4008865,0.18308482,0.14533334,1.27546667,0.01173737,-0.34831951,-0.25733334,-0.32601667,0.037,-0.74096667,0.81671697,-0.0256924,0.53406821,0.31698326,0.33489716,0.02227955,0.26295618,0.40824303,0.21494869,0.07792275,0.32423103,0.24737643,0.62057158,614.16845565,0.03566667,0.171,1.3787,-0.10966667,0.10323333,-0.13533333,-1.34303333,1.2077,-0.14533334,-1.27546667,123.73,4.8858,2.2447,94.667,19.5,7.0714,9.5093,0.8058,0.10051,0.052687,0.0057,1.7539,0.0946,4.6122,0.1915,0.19799,0.134,6.2477,1097.11,3.5595,32.627,31.557,2.929,1.18951837,-3.33333333,-93.352,-0.735,-15.3,-3.1239349,-0.22946544,2.09557386,-1.21443144,0.09115865,93.35213647,3.37271822,7.70450276,3.33333333,-0.31,7.39009671,15.94357613,-0.02720261,0.68488772,2.5283,-1.92763519,-1.06986448,-0.31169507,0.42925,313.915
2015-02-12,5800.566,4695.65,4787.645,10753.83,1811.12,3434.24,592.44,24528.1,192.3,5321.474,1935.86,205.533,173.376,153.477,166.953,184.298,335.253,824.78,577.63,327.76,170.15,291.77,233.84,67.71,499.21,139.27,639.41,636.2,1808.94,966.83,333.05,190.45,329.32,258.01,444.06,208.67,69.21,202.57,234.86,111.91,79.98,173.12,161.57,137.44,106.91,217.61,226.02,142.09,421.13,2272.58,562.06,902.25,1028.47,1725.83,1931.89,2487.4,86.89,237.89,101.2,200.55,232.65,229.59,202.95,467.42,121.4,96.37,17652.68,3141.593,3406.94,182.11,2068.59,6829.12,0.545,0.22,28.8,0.008,4.6,4.54,0.2581,1.9967,0.0051,0.1306,13.63,17.23,-0.052,-0.056,0.545,27.8,-13.7,-1.6,176.854,0.737,0.713,1.22,0.991,2.375,0.6053,0.7489,1.4459,1.7028,0.2924,2.127,0.188,-0.2939,3.47,3.17,3.15,3.4,3.17,5.6,-0.041,0.05,0.13,0.262,35.0632,35.9094,-0.049,0.12,0.37,-0.111,0.702,0.012,0.395,NA,0.127,0.153,0.096,20.125,11.8,0.1717,0.2112,0.3768,0.6636,0.2285,0,1.512,0.0659,0.53,11.55,21.05,14.97,19.73,53905516,27.25,57.85,233.292,94.834,17.563,39,109.024,0.02571,0.09071,0.23286,35.9094,-0.109,-0.217,-0.042,-0.115,0.052,0,-0.009,NA,94.594,63.345,58.719,313.808,11.8,32,4.4,5,26.8,0.6499,25.1067,15.606,21.53,22.64,0.14733333,0.43283333,0.259,0.333,17.563,-0.70511484,-11.834,-0.11331446,0.20292657,-0.40681415,0.19129999,0.14866667,1.28636667,-0.00834414,-0.35936394,-0.259,-0.333,0.03733334,-0.74301667,0.8488455,0.00026786,0.53509056,0.37756841,0.31878064,0.00563133,0.40934222,0.43501964,0.21049131,0.05114955,0.32352827,0.23625204,0.65977394,613.03030347,0.037,0.19133333,1.3862,-0.11166667,0.09983333,-0.15433333,-1.3492,1.19486667,-0.14866667,-1.28636667,123.97,4.8844,2.2507,94.347,19.5,7.0414,9.5035,0.8048,0.10053,0.052466,0.0057,1.7424,0.0947,4.6032,0.1912,0.19789,0.1362,6.241,1094.84,3.5793,32.637,31.548,2.9261,1.19070955,-3.34666667,-94.834,-0.725,-14.97,-3.1199542,-0.23164167,2.09439024,-1.21767789,0.10228078,93.51031977,3.36857602,7.69373909,3.34666667,-0.3,7.38734116,15.78877752,-0.16476573,0.68955339,2.5401,-2.00973465,-0.95252856,-0.30983555,0.43283333,312.708
2015-02-13,5769.083,4679.38,4801.181,10752.11,1798.95,3444.57,580.85,24315.02,188.51,5336.519,1945.7,203.93,172.753,153.607,166.341,183.29,334.911,824,577.07,326.94,170.54,291.49,233.09,67.35,497.28,140.02,641.71,637.68,1798.26,961.21,330.25,189.83,328.53,257.1,442.24,208.71,68.86,201.54,234.76,111.94,NA,NA,NA,136.54,106.9,217.46,225.51,138.79,419.95,2257.01,556.98,896.12,1028.44,1721.58,1930.66,2476.5,86.3,236.08,100.8,199.8,229.37,228.31,202.18,466.33,119.7,96.03,NA,3157.704,3434.12,179.82,2068.53,6818.17,0.569,0.23,28.8,0.008,4.6,4.53,0.2581,2.0176,0.0051,0.1294,13.56,16.96,-0.13,-0.063,0.569,39,-13.6,-1.6,176.665,0.803,0.7135,1.2075,0.948,2.354,0.6015,0.7339,1.4343,1.6884,0.3269,2.122,0.219,-0.3292,3.45,3.18,3.19,3.36,3.19,5.6,-0.048,0.049,0.129,0.26,35.1139,35.3963,-0.048,0.12,0.355,-0.112,0.682,0.012,0.395,NA,0.127,0.162,NA,20.05,11.75,0.1717,0.2112,0.3783,0.6646,0.2285,0.0152,1.5419,0.071,0.54,11.76,20.85,15.01,19.71,53901380,26.25,58.86,245.545,94.666,17.901,38.25,112.243,0.02786,0.09286,0.22714,35.3963,-0.109,-0.217,-0.055,-0.113,0.049,NA,NA,NA,94.219,62.961,58.551,314.192,11.75,31,4.61,5.55,26.25,0.6642,25.721,16.405,22.83,NA,0.146,0.43366667,0.25733333,0.33213334,17.966,-0.72397535,-11.666,-0.11794895,0.19934806,-0.40449123,0.18243196,0.139,1.30636667,-0.03585237,-0.37355791,-0.25733333,-0.33213334,0.04183333,-0.75471667,0.84495114,-0.06021868,0.44569611,0.36395549,NA,-0.13865329,0.43913369,0.45101767,0.20930494,0.01894723,0.31914826,0.23638515,0.67645856,611.00650972,0.02766667,0.19033333,1.4079,-0.11133333,0.10153333,-0.16266666,-1.38023333,1.21756667,-0.139,-1.30636667,124.09,4.8273,2.2024,94.363,19.5,7.0594,9.5455,0.80511,0.10027,0.052091,0.0056,1.7302,0.0943,4.5883,0.1912,0.1976,0.1375,6.2428,1107.61,3.6056,32.656,31.593,2.9254,1.19213485,-3.33,-94.666,-0.72,-15.01,-3.11405969,-0.23351133,2.09412503,-1.21986951,0.11124143,93.64589593,3.36244244,7.67803223,3.33,-0.27,7.38673343,15.6649519,-0.08642489,0.69268221,2.5258,-1.98147276,-0.97005289,-0.3035017,0.43366667,314.319
2015-02-15,5743.572,4726.2,4857.612,10919.65,1789.07,3419.17,586.7,24422.15,190.35,5343.411,1941.63,207.676,175.685,154.285,170.335,187.811,341.707,832.77,576.9,327.04,170.13,290.03,232.56,68.06,502.66,142.76,646.73,639.52,1822.82,971.19,334.72,190.99,330.48,259.09,448.31,213.55,69.76,203.82,239.22,112.16,81.68,175.83,163.4,137.93,108.05,219.41,229.35,138.17,424.69,2287.71,567.65,907.93,1034.39,1741.22,1952.56,2504.9,87.83,239.03,102.08,202.39,233.91,232.67,203.96,472.406,119.86,97.4,17979.72,3173.416,3442.87,180.1,2088.48,6828.11,0.656,0.23,28.9,0.013,4.59,4.53,0.2581,1.9844,0.0101,0.137,13.63,15.34,-0.185,-0.045,0.656,38.6,-13.4,-2.7,176.329,0.612,0.7125,1.205,0.932,2.345,0.6454,0.7451,1.4248,1.6624,0.3197,2.1799,0.201,-0.322,3.44,3.17,3.19,3.35,3.18,5.6,-0.045,0.048,0.128,0.26,34.8224,35.9306,-0.0535,0.12,0.319,-0.114,0.642,0.011,0.396,0.01,0.123,0.138,0.0975,20.45,12,0.172,0.2115,0.3769,0.6716,0.2234,0.0101,1.4908,0.0659,0.54,11.44,19.41,14.76,18.34,53816904,27.5,58.48,251.556,94.831,17.699,38.25,114.021,0.02357,0.09143,0.22643,35.9306,-0.115,-0.223,-0.072,-0.114,0.05,0,-0.009,66.524,94.499,62.817,60.222,315.592,12,29.75,5,5,29.43,0.6242,24.3635,15.54,21.57,22.24,0.14533333,0.43553333,0.25966666,0.33573333,17.923,-0.68251105,-11.831,-0.13207046,0.21919418,-0.40094056,0.25828863,0.12233333,1.26666667,-0.01908347,-0.32321409,-0.25966666,-0.33573333,0.05316667,-0.73313334,0.86929094,0.07321572,0.54194801,0.46748016,0.36175802,0.0011918,0.61880852,0.50337759,0.21794608,0.05776617,0.36206251,0.25575853,0.76575938,611.51537217,0.008,0.18966667,1.36646667,-0.11433333,0.0998,-0.18166667,-1.35846667,1.1768,-0.12233333,-1.26666667,124.17,4.8037,2.1749,95.166,19.5,7.0807,9.5677,0.8052,0.10032,0.05214,0.0056,1.7303,0.0953,4.5938,0.191,0.19832,0.138,6.2448,1107.29,3.6071,32.69,31.489,2.9263,1.1930503,-3.32,-94.831,-0.72,-14.76,-3.1075737,-0.23685972,2.0940414,-1.22174696,0.12163776,93.88759247,3.35569409,7.66095452,3.32,-0.27,7.38654402,15.52106454,-0.04481721,0.69531355,2.5458,-2.03466939,-0.99067039,-0.29817493,0.43553333,304.14
2015-02-16,5877.467,4759.36,4893.836,10963.4,1800.95,3426.22,589.98,24682.54,190.94,5374.165,1957.5,207.962,176.516,153.534,170.47,189.098,340.727,836.96,583.71,330.46,171.64,294.11,233.54,68.79,509.55,143.55,654.99,640.47,1839.35,986.65,340.19,192.75,336.79,262.69,452.72,213.85,70.66,205.14,242.96,111.93,82.41,175.62,163.34,139.41,107.97,220.51,231.33,136.03,427.79,2338.47,586.87,926.58,1045.44,1752.18,1964.48,2521.2,89.01,243.55,102.89,203.56,241.37,236.18,204.63,476.167,118.72,98,17913.36,3203.827,3469.83,180.32,2096.99,6873.52,0.615,0.22,28.3,0.008,4.57,4.57,0.2571,2.0504,0.0051,0.1294,13.25,14.69,-0.258,-0.034,0.615,36,-13.2,2,176.61,0.479,0.709,1.1975,0.954,2.375,0.7587,0.7828,1.461,1.6952,0.3536,2.1395,0.231,-0.3552,3.43,3.16,3.23,3.36,3.18,5.6,-0.046,0.048,0.127,0.259,35.692,35.2066,-0.054,0.12,0.342,-0.12,0.645,0.017,0.424,NA,0.14,0.163,0.095,18.4,12.4,0.173,0.212,0.3824,0.6736,0.2183,0.0051,1.5377,0.0609,0.5,10.8767,18.3,14.42,18.13,53715232,28,57.31,243.297,93.073,17.569,38.5,109.426,0.02357,0.09286,0.22429,35.2066,-0.11,-0.22,-0.066,-0.116,0.047,0,-0.009,NA,92.414,62.142,56.676,299.002,12.4,29,4.91,NA,37.54,0.6411,24.1849,14.531,21.58,20.65,0.14466667,0.4377,0.26,0.34293333,17.569,-0.70657518,-10.073,-0.07289053,0.25660438,-0.41097341,0.2591047,0.134,1.31496666,0.01338374,-0.30271476,-0.26,-0.34293333,0.04833333,-0.75225,0.90239307,0.09058331,0.65417039,0.50456207,0.53259308,8.192e-05,0.69074219,0.54032032,0.25127383,0.09969728,0.41657217,0.33242031,0.81227708,614.59125848,0.01866667,0.20366667,1.40973333,-0.11533333,0.09476667,-0.185,-1.39106666,1.20606666,-0.134,-1.31496666,123.81,4.8302,2.2134,92.833,19.5,7.1194,9.6027,0.8048,0.1004,0.052509,0.0057,1.746,0.0963,4.6011,0.1914,0.19903,0.138,6.2419,1098.89,3.5719,32.608,31.365,2.9264,1.19603621,-3.31666667,-93.073,-0.7,-14.42,-3.10160817,-0.23453328,2.09555109,-1.2210406,0.13415614,93.71991227,3.34948873,7.64510157,3.31666667,-0.27,7.38984846,15.34599528,-0.03683418,0.69434652,2.5289,-1.94941879,-0.93377017,-0.29369511,0.4377,298.374
2015-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71734635,NA,NA,NA,NA,NA,NA,NA,NA,-0.30792109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19539832,NA,NA,-0.7,NA,NA,NA,NA,-1.21899054,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69164947,NA,NA,NA,NA,NA,NA
2015-02-18,5888.662,4751.95,NA,10923.23,1808.89,3427.16,NA,24726.53,NA,5325.495,1958.23,208.33,176.641,154.052,170.677,189.777,341.198,836.74,583.21,330.6,170.94,293.77,232.83,68.81,509.64,142.82,657.55,637.59,1841.77,984.09,339.73,192.04,335.75,261.64,452.03,213.32,70.72,205.08,243.28,110.89,84.16,177.38,163.06,139.88,NA,NA,NA,NA,427.83,2335.78,589.9,924.53,1045.51,1752.91,1964.79,2522.9,89.29,243.31,103.1,203.87,242.68,236.38,204.66,475.175,118.34,98.21,18004.77,3222.363,3499.48,NA,NA,6857.05,0.618,NA,28.6,0.008,NA,NA,0.2562,2.0504,0.0051,0.127,12.5,NA,-0.281,0,0.618,33.9,-12.5,-1.1,176.883,NA,0.696,1.2025,0.976,2.387,0.7629,0.7828,1.4619,1.6928,0.3536,2.1735,0.236,-0.3576,3.41,3.14,3.22,3.32,3.17,5.6,-0.049,0.048,0.128,0.258,35.0028,35.3104,-0.051,NA,0.334,-0.119,0.657,0.015,0.441,NA,0.152,NA,0.0955,18.4,12.5,0.173,0.2135,0.3809,0.6726,0.2183,0.0051,1.5377,0.0609,0.5,10.7236,NA,14.54,NA,NA,28,56.51,238.19,91.107,17.255,38.5,107.619,0.025,0.09214,0.225,35.3104,-0.112,-0.223,-0.069,-0.116,0.045,0,-0.009,NA,90.305,61.656,56.55,298.79,12.5,31,4.95,5.5,35.64,0.6411,25.2507,15.346,21.58,21.72,0.14466667,0.43656667,0.26033334,0.3418,17.505,-0.67759459,-8.107,-0.0707737,0.27626132,-0.40237045,0.26791833,0.12966667,1.31496666,-0.01020775,-0.29880256,-0.26033334,-0.3418,0.05083334,-0.75225,0.89070996,-0.01434817,0.56292378,0.46500179,0.4176286,8.192e-05,NA,0.54469593,0.27341094,0.07000672,0.40806377,0.30417811,0.81631561,615.92932906,0.014,0.21266667,1.40973333,-0.11566667,0.09476667,-0.19866667,-1.39573333,1.19706666,-0.12966667,-1.31496666,123.28,4.8589,2.2041,91.333,19.5,7.1323,9.605,0.8053,0.10043,0.05267,0.0057,1.7434,0.1001,4.6056,0.1917,0.19869,0.1375,6.2479,1102.26,3.5812,32.588,31.445,2.9292,1.19859632,-3.29,-91.107,-0.705,-14.54,-3.09251604,-0.22930361,2.0968133,-1.21930785,0.14334146,93.34039322,3.34003002,7.62185245,3.29,-0.27,7.39249313,15.21784203,-0.31908614,0.69206002,2.4989,-2.20389125,-1.01754805,-0.28992759,0.43656667,307.046
2015-02-19,5858.211,4753.99,4899.267,10895.62,1810.09,3415.91,572.35,24784.88,184.6,5337.501,1961.45,208.549,176.996,153.638,170.021,189.141,343.118,838.23,583.4,330.62,171.59,293.83,233.35,69.03,511.99,144.15,655.98,637.12,1841.54,983.12,339.47,192.72,334.53,261.31,452.3,212.66,70.77,204.71,242.15,111.4,83.99,178.26,163.28,139.68,108.32,220.88,231.59,135.9,428.2,2331.07,590.05,924.16,1042.88,1754.8,1967.93,2524.3,89.35,243.67,103.21,204.03,242.12,235.8,204.18,475.827,118.5,98.39,17987.09,3246.905,3522.32,174.04,2100.34,6898.13,0.591,0.22,28.9,0.01,4.44,4.67,0.2567,2.1379,0.0051,0.1306,12.69,15.8,-0.256,-0.014,0.591,28.2,-12,-3.2,176.893,0.3,0.6923,1.2175,0.947,2.42,0.7637,0.7896,1.4813,1.7211,0.4144,2.1635,0.304,-0.4168,3.4,3.16,3.32,3.31,3.2,5.6,-0.04,0.047,0.127,0.258,34.5322,35.2441,-0.0498,0.12,0.372,-0.116,0.691,0.017,0.399,0.004,0.128,0.169,0.0955,17.7,11.9,0.1735,0.214,0.3819,0.6746,0.2183,0,1.6059,0.0609,0.5,10.5776,19.03,14.48,18.38,53754360,28.25,56.97,237.827,91.325,17.564,38.5,107.632,0.02571,0.09214,0.22214,35.2441,-0.113,-0.214,-0.047,-0.115,0.038,0.003,-0.009,NA,92.032,61.869,59.839,314.741,11.9,31.5,4.83,NA,34.57,0.6615,24.9047,14.434,22.17,21.31,0.144,0.43773333,0.25866667,0.34296666,17.568,-0.66758929,-8.325,-0.12320719,0.25417679,-0.40240203,0.26816316,0.15166667,1.37366666,-0.01086686,-0.29887448,-0.25866667,-0.34296666,0.03883334,-0.7816,0.89655152,0.01964251,0.66432203,0.44368949,0.46168041,-0.0654011,0.56727728,0.53586418,0.27937934,0.05403664,0.40059974,0.31691088,0.78562163,616.3631199,0.037,0.18833333,1.46843333,-0.11466667,0.09476667,-0.15133333,-1.43143333,1.2801,-0.15166667,-1.37366666,123.19,4.8872,2.2105,90.499,19.5,7.1332,9.6243,0.80619,0.10053,0.052627,0.0057,1.7447,0.1002,4.6172,0.1921,0.19818,0.1379,6.2545,1104.93,3.5824,32.557,31.559,2.9328,1.20235319,-3.29,-91.325,-0.67,-14.48,-3.08486991,-0.22312946,2.09875534,-1.21525464,0.15175461,92.8886117,3.33207525,7.60161137,3.29,-0.24,7.39637703,15.10052515,-0.41239412,0.68684029,2.4685,-2.11284138,-1.11039436,-0.2819891,0.43773333,307.048
2015-02-20,5915.684,4799.03,4906.364,10961,1807.87,3435.66,584.47,24832.08,188.33,5390.449,NA,210.64,179.094,155.35,172.169,191.763,345.451,837.9,584.31,331.22,171.76,293.5,233.38,69.14,512.23,144.48,655.53,635.15,1854.76,985.01,340.24,192.91,335.03,261.61,454.92,216.71,71.74,207.42,245.1,111.46,85.56,180.66,165.64,140.72,107.67,222.05,232.14,139.13,429.21,2327.47,594.96,917.63,1048.38,1759.04,1974.73,2527.6,89.51,241.74,103.32,205.64,245.42,237.63,205.2,477.534,119.97,98.49,18199.17,NA,NA,178.66,2099.68,6898.08,0.585,0.22,28.6,0.018,4.5,4.6,0.2606,2.08,0.0152,0.133,12.69,15.45,-0.289,0.023,0.585,13.3,-11.9,-3.6,176.441,0.388,0.7255,1.1975,0.959,2.466,0.7749,0.8077,1.4651,1.7196,0.3561,2.273,0.249,-0.3604,3.4,3.16,3.32,3.31,3.2,NA,-0.038,0.048,0.126,0.255,35.1493,35.4911,-0.05,0.12,0.381,-0.111,0.691,0.015,0.411,0.003,0.136,0.15,0.095,18.625,12.125,0.1735,0.2145,0.3853,0.6841,0.198,0.0051,1.5181,0.0609,0.5,10.4522,18.56,14.82,18.66,53757152,26.75,58.43,237.801,89.671,17.508,38.5,107.774,0.02571,0.09143,0.22286,35.4911,-0.115,-0.224,-0.061,-0.113,0.04,0.004,-0.011,NA,90.75,61.063,56.343,300.436,12.125,31.5,NA,NA,30.65,0.597,23.3392,14.241,21.88,20.56,0.143,0.44333333,0.256,0.35196666,17.569,-0.66595597,-6.671,-0.07291657,0.28808918,-0.38370029,0.27124749,0.145,1.307,0.04576318,-0.27842564,-0.256,-0.35196666,0.0405,-0.74486667,0.86344939,0.17354528,0.68550863,0.49498069,0.54226299,-0.03321453,0.60590377,0.52295403,0.28242665,0.13239112,0.43811035,0.36565428,0.79168182,614.6175353,0.032,0.19566667,1.39836667,-0.113,0.09136667,-0.16366667,-1.36636667,1.2027,-0.145,-1.307,123.61,4.8794,2.2082,89.589,NA,7.1251,9.6499,0.8064,0.10037,0.052447,0.0056,1.7268,0.1001,4.5983,0.192,0.19755,0.14,6.2564,1113.4,3.6208,32.579,31.667,2.9328,1.20588645,-3.29,-89.671,-0.67,-14.82,-3.07843799,-0.21603046,2.09977425,-1.21185825,0.15500795,92.36397344,3.32538528,7.58428349,3.29,-0.24,7.39831909,15.05592165,-0.41860983,0.6824505,2.533,-2.08310509,-1.12943423,-0.27531284,0.44333333,292.165
